vehicle_id,window_start,window_end,drive_seconds,night_drive_seconds,distance_km,night_distance_km,harsh_corner_count,harsh_braking_count,harsh_accel_count,speeding_count,power_off_ext_batt_disc_count,cam_covered_count,eye_closed_count,yawn_count,fatigue_count,distraction_count,phone_use_count,smoke_count,Driver_Seatbelt_not_on,headway_monitor_count,lane_departure_count,forward_collision_count,ped_collision_count,crash_count,harsh_episode_count,short_speeding_episode_count,long_speeding_episode_count,speeding_episode_count,power_violation_episode_count,camera_obstruction_episode_count,fatigue_episode_count,driver_distraction_episode_count,situational_risk_episode_count,harsh_total_count,fatigue_total_count,driver_distraction_total_count,situational_risk_total_count,drive_hours,night_ratio
511633709,2026-01-01,2026-02-01,114781.0,0.0,2009.0,0.0,128,6,0,0,0,0,0,0,0,4,8,1,5,0,0,0,0,0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,134,0,18,0,31.88361111111111,0.0
511637055,2026-01-01,2026-02-01,30842.0,0.0,364.0,0.0,145,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156,0,0,0,8.567222222222222,0.0
511642492,2026-01-01,2026-02-01,1324.0,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0.36777777777777776,0.0
511642605,2026-01-01,2026-02-01,86583.0,0.0,1243.0,0.0,100,10,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,110,0,5,0,24.050833333333333,0.0
511879208,2026-01-01,2026-02-01,93241.0,0.0,848.0,0.0,262,19,2,0,0,0,0,0,0,6,5,0,8,0,0,0,0,0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,283,0,19,0,25.900277777777777,0.0
511879248,2026-01-01,2026-02-01,66948.0,0.0,539.0,0.0,0,0,0,0,0,0,0,0,0,1,2,0,9,1750,304,124,47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,693.0,0,0,12,2225,18.596666666666668,0.0
511893803,2026-01-01,2026-02-01,498.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.13833333333333334,0.0
511893849,2026-01-01,2026-02-01,53001.0,0.0,358.0,0.0,145,17,7,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,169,0,6,0,14.7225,0.0
511893924,2026-01-01,2026-02-01,46692.0,1909.0,719.0,24.0,161,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167,0,0,0,12.97,0.04088494817099289
511897418,2026-01-01,2026-02-01,99103.0,0.0,1077.0,0.0,263,7,6,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,276,0,4,0,27.52861111111111,0.0
511901995,2026-01-01,2026-02-01,823.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.2286111111111111,0.0
512980905,2026-01-01,2026-02-01,42830.0,2.0,398.0,0.0,45,5,8,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,58,0,9,0,11.897222222222222,4.669624095260332e-05
512982665,2026-01-01,2026-02-01,42986.0,0.0,287.0,0.0,47,3,3,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,53,0,6,0,11.940555555555555,0.0
512989277,2026-01-01,2026-02-01,4152.0,126.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.1533333333333333,0.030346820809248554
512989545,2026-01-01,2026-02-01,62000.0,0.0,543.0,0.0,174,14,11,0,0,0,0,0,0,2,3,0,5,0,0,0,0,0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,199,0,10,0,17.22222222222222,0.0
512990207,2026-01-01,2026-02-01,84948.0,0.0,955.0,0.0,236,18,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,255,0,6,0,23.596666666666668,0.0
512990599,2026-01-01,2026-02-01,1645.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.45694444444444443,0.0
512994171,2026-01-01,2026-02-01,185287.0,3111.0,2825.0,54.0,640,9,11,0,0,0,0,0,0,4,7,1,4,0,0,0,0,0,593.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,660,0,16,0,51.46861111111111,0.016790168765212887
513225962,2026-01-01,2026-02-01,137967.0,0.0,3192.0,0.0,136,13,1,0,0,0,0,0,0,2,6,0,11,0,0,0,0,0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,150,0,19,0,38.32416666666666,0.0
513226173,2026-01-01,2026-02-01,48703.0,0.0,682.0,0.0,231,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266,0,0,0,13.528611111111111,0.0
513234561,2026-01-01,2026-02-01,97557.0,0.0,1309.0,0.0,271,10,2,0,0,0,0,0,0,3,2,0,3,0,0,0,0,0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,283,0,8,0,27.099166666666665,0.0
518311941,2026-01-01,2026-02-01,80947.0,0.0,1127.0,0.0,141,43,3,0,0,0,0,0,0,1,8,0,8,0,0,0,0,0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,187,0,17,0,22.485277777777778,0.0
518312065,2026-01-01,2026-02-01,157924.0,3154.0,2068.0,20.0,238,17,16,0,0,0,0,0,0,5,9,0,8,0,0,0,0,0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,271,0,22,0,43.867777777777775,0.01997163192421671
518312835,2026-01-01,2026-02-01,84805.0,0.0,764.0,0.0,95,3,2,0,0,0,0,0,0,5,7,0,8,0,0,0,0,0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,100,0,20,0,23.556944444444444,0.0
518867282,2026-01-01,2026-02-01,28992.0,0.0,352.0,0.0,139,1,2,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,142,0,5,0,8.053333333333333,0.0
519107113,2026-01-01,2026-02-01,9047.0,0.0,47.0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,2.5130555555555554,0.0
519239748,2026-01-01,2026-02-01,1700.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.4722222222222222,0.0
519724111,2026-01-01,2026-02-01,3251.0,0.0,9.0,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0,0.9030555555555555,0.0
520139712,2026-01-01,2026-02-01,888.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.24666666666666667,0.0
523821693,2026-01-01,2026-02-01,59052.0,0.0,523.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290,312,79,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.0,0,0,0,1700,16.403333333333332,0.0
523821771,2026-01-01,2026-02-01,45795.0,0.0,266.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,1110,325,101,52,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,644.0,0,0,3,1588,12.720833333333333,0.0
523821830,2026-01-01,2026-02-01,47136.0,575.0,280.0,2.0,0,0,0,0,0,0,0,0,0,5,6,0,6,855,264,171,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,569.0,0,0,17,1317,13.093333333333334,0.012198744059742023
523822046,2026-01-01,2026-02-01,17578.0,0.0,181.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,73,42,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0,0,0,319,4.882777777777778,0.0
523822117,2026-01-01,2026-02-01,85806.0,0.0,662.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,6,2359,285,243,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,946.0,0,0,8,2955,23.835,0.0
523822178,2026-01-01,2026-02-01,44897.0,0.0,334.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,1606,280,179,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,602.0,0,0,3,2079,12.471388888888889,0.0
523822248,2026-01-01,2026-02-01,52104.0,0.0,278.0,0.0,0,0,0,0,0,0,0,0,0,1,2,0,4,1119,333,146,35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,600.0,0,0,7,1633,14.473333333333333,0.0
523822313,2026-01-01,2026-02-01,231.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.06416666666666666,0.0
523822483,2026-01-01,2026-02-01,69305.0,0.0,456.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,2,2867,68,232,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,616.0,0,0,3,3181,19.25138888888889,0.0
523823149,2026-01-01,2026-02-01,54064.0,0.0,372.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,5,1290,277,153,107,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,720.0,0,0,7,1827,15.017777777777777,0.0
523823521,2026-01-01,2026-02-01,25784.0,0.0,129.0,0.0,0,0,0,0,0,0,0,0,0,0,3,0,0,119,99,33,36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,195.0,0,0,3,287,7.162222222222222,0.0
523823573,2026-01-01,2026-02-01,44157.0,0.0,338.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2221,129,158,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,0,0,0,2518,12.265833333333333,0.0
523823722,2026-01-01,2026-02-01,21600.0,0.0,137.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,47,64,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0,0,0,433,6.0,0.0
523823859,2026-01-01,2026-02-01,80255.0,0.0,577.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2987,547,234,37,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,891.0,0,0,2,3805,22.293055555555554,0.0
523823954,2026-01-01,2026-02-01,60.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.016666666666666666,0.0
523824244,2026-01-01,2026-02-01,81224.0,1090.0,686.0,8.73076923076923,0,3055,3331,47,0,9,22,22,5,180,249,1,93,1929,486,238,26,0,1703.0,47.0,0.0,47.0,0.0,2.0,46.0,188.0,896.0,6386,49,523,2679,22.56222222222222,0.01341967891263666
523824495,2026-01-01,2026-02-01,27182.0,0.0,253.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,2,575,193,50,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,314.0,0,0,4,844,7.5505555555555555,0.0
524596949,2026-01-01,2026-02-01,29726.0,0.0,260.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,2,657,50,73,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,253.0,0,0,3,810,8.257222222222222,0.0
524598261,2026-01-01,2026-02-01,114433.0,191.0,947.0,0.0,0,0,0,0,0,0,0,0,0,5,5,0,8,3515,702,331,72,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1449.0,0,0,18,4620,31.786944444444444,0.0016690989487298245
524598614,2026-01-01,2026-02-01,77095.0,0.0,525.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,4,2382,344,222,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,943.0,0,0,5,2987,21.415277777777778,0.0
